encuestadora,fecha,escenario,primera_vuelta,voto_sv,pct,encuesta_id
CNC,2026-03-16,cepeda_vs_abelardo,Sondra Macollins,Iván Cepeda,22.3,4d6479aa-58b2-4399-924c-03ffb307054d
CNC,2026-03-16,cepeda_vs_abelardo,Sondra Macollins,Ninguno,2.6,4d6479aa-58b2-4399-924c-03ffb307054d
CNC,2026-03-16,cepeda_vs_abelardo,Voto en blanco,Abelardo de la Espriella,15.6,4d6479aa-58b2-4399-924c-03ffb307054d
CNC,2026-03-16,cepeda_vs_abelardo,Voto en blanco,Iván Cepeda,30.9,4d6479aa-58b2-4399-924c-03ffb307054d
CNC,2026-03-16,cepeda_vs_abelardo,Voto en blanco,NS/NR,11.6,4d6479aa-58b2-4399-924c-03ffb307054d
CNC,2026-03-16,cepeda_vs_abelardo,Voto en blanco,Ninguno,41.9,4d6479aa-58b2-4399-924c-03ffb307054d
GAD3,2026-01-13,cepeda_vs_abelardo,Abelardo de la Espriella,Abelardo de la Espriella,98.6,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Abelardo de la Espriella,Iván Cepeda,1.4,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Aníbal Gaviria,Abelardo de la Espriella,34.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Aníbal Gaviria,Iván Cepeda,29.6,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Aníbal Gaviria,No votaría,1.3,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Aníbal Gaviria,Voto en blanco,34.3,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Camilo Romero,Iván Cepeda,80.5,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Camilo Romero,No votaría,8.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Camilo Romero,Voto en blanco,11.3,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Claudia López,Iván Cepeda,56.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Claudia López,NS/NR,25.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Claudia López,No votaría,1.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Claudia López,Voto en blanco,17.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Enrique Peñalosa,Abelardo de la Espriella,41.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Enrique Peñalosa,Iván Cepeda,20.5,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Enrique Peñalosa,Voto en blanco,37.7,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Germán Vargas Lleras,Iván Cepeda,45.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Germán Vargas Lleras,Voto en blanco,54.2,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Iván Cepeda,Abelardo de la Espriella,0.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Iván Cepeda,Iván Cepeda,98.3,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Iván Cepeda,No votaría,0.4,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Iván Cepeda,Voto en blanco,0.5,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Carlos Pinzón,Abelardo de la Espriella,70.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Carlos Pinzón,Iván Cepeda,1.7,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Carlos Pinzón,NS/NR,3.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Carlos Pinzón,No votaría,12.6,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Carlos Pinzón,Voto en blanco,12.5,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Daniel Oviedo,Abelardo de la Espriella,5.9,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Daniel Oviedo,Iván Cepeda,44.4,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Daniel Oviedo,No votaría,13.5,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Daniel Oviedo,Voto en blanco,36.2,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Manuel Galán,Abelardo de la Espriella,23.9,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Manuel Galán,Iván Cepeda,19.6,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Manuel Galán,NS/NR,12.9,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Manuel Galán,No votaría,23.9,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Juan Manuel Galán,Voto en blanco,19.6,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,María Fernanda Cabal,Abelardo de la Espriella,16.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,María Fernanda Cabal,Iván Cepeda,20.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,María Fernanda Cabal,No votaría,4.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,María Fernanda Cabal,Voto en blanco,59.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Mauricio Cárdenas,Iván Cepeda,41.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Mauricio Cárdenas,No votaría,52.9,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Mauricio Cárdenas,Voto en blanco,6.2,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Mauricio Lizcano,Iván Cepeda,100.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,NS/NR,Abelardo de la Espriella,17.3,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,NS/NR,Iván Cepeda,14.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,NS/NR,NS/NR,42.2,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,NS/NR,No votaría,6.9,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,NS/NR,Voto en blanco,18.9,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Ninguno,Abelardo de la Espriella,5.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Ninguno,Iván Cepeda,14.2,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Ninguno,NS/NR,8.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Ninguno,No votaría,58.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Ninguno,Voto en blanco,14.7,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Otro,Abelardo de la Espriella,14.4,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Otro,Iván Cepeda,57.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Otro,NS/NR,5.2,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Otro,No votaría,17.6,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Otro,Voto en blanco,5.6,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Paloma Valencia,Abelardo de la Espriella,80.4,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Paloma Valencia,Iván Cepeda,16.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Paloma Valencia,No votaría,3.6,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Roy Barreras,Abelardo de la Espriella,34.2,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Roy Barreras,Iván Cepeda,48.5,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Roy Barreras,No votaría,17.3,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Santiago Botero,Abelardo de la Espriella,27.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Santiago Botero,Iván Cepeda,38.5,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Santiago Botero,No votaría,26.4,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Santiago Botero,Voto en blanco,8.2,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Sergio Fajardo,Abelardo de la Espriella,50.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Sergio Fajardo,Iván Cepeda,1.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Sergio Fajardo,No votaría,3.5,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Sergio Fajardo,Voto en blanco,43.8,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Vicky Dávila,Abelardo de la Espriella,28.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Vicky Dávila,Iván Cepeda,44.0,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Vicky Dávila,Voto en blanco,28.1,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Voto en blanco,Abelardo de la Espriella,4.9,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Voto en blanco,Iván Cepeda,25.5,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Voto en blanco,NS/NR,3.7,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Voto en blanco,No votaría,9.4,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-01-13,cepeda_vs_abelardo,Voto en blanco,Voto en blanco,56.3,ccd56d3f-a8e8-4de4-a451-134c43038029
GAD3,2026-02-16,cepeda_vs_abelardo,Abelardo de la Espriella,Abelardo de la Espriella,97.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Abelardo de la Espriella,Iván Cepeda,0.9,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Abelardo de la Espriella,NS/NR,0.9,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Abelardo de la Espriella,Voto en blanco,0.4,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Aníbal Gaviria,Iván Cepeda,65.1,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Aníbal Gaviria,No votaría,27.5,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Aníbal Gaviria,Voto en blanco,7.4,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Camilo Romero,Voto en blanco,100.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Carlos Caicedo,Abelardo de la Espriella,36.6,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Carlos Caicedo,Voto en blanco,63.4,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Claudia López,Abelardo de la Espriella,19.1,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Claudia López,Iván Cepeda,49.2,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Claudia López,NS/NR,0.8,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Claudia López,No votaría,8.3,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Claudia López,Voto en blanco,22.6,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,David Luna,Abelardo de la Espriella,70.2,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,David Luna,Iván Cepeda,13.2,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,David Luna,NS/NR,16.6,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Efraín Cepeda,Iván Cepeda,100.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Enrique Peñalosa,Abelardo de la Espriella,29.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Enrique Peñalosa,Iván Cepeda,61.8,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Enrique Peñalosa,No votaría,5.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Enrique Peñalosa,Voto en blanco,3.4,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Felipe Córdoba,Abelardo de la Espriella,100.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Germán Vargas Lleras,Abelardo de la Espriella,74.6,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Germán Vargas Lleras,No votaría,25.4,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Iván Cepeda,Abelardo de la Espriella,0.8,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Iván Cepeda,Iván Cepeda,98.9,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Iván Cepeda,NS/NR,0.2,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Carlos Pinzón,Abelardo de la Espriella,44.3,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Carlos Pinzón,Iván Cepeda,12.8,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Carlos Pinzón,No votaría,12.4,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Carlos Pinzón,Voto en blanco,30.5,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Daniel Oviedo,Abelardo de la Espriella,12.9,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Daniel Oviedo,Iván Cepeda,59.6,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Daniel Oviedo,No votaría,14.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Daniel Oviedo,Voto en blanco,12.9,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Manuel Galán,Abelardo de la Espriella,18.3,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Manuel Galán,Iván Cepeda,31.8,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Manuel Galán,No votaría,20.2,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Juan Manuel Galán,Voto en blanco,29.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Luis Carlos Reyes,Voto en blanco,100.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Maurice Armitage,Abelardo de la Espriella,50.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Maurice Armitage,Voto en blanco,50.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Mauricio Cárdenas,Abelardo de la Espriella,55.3,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Mauricio Cárdenas,Iván Cepeda,44.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Mauricio Lizcano,Abelardo de la Espriella,100.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,NS/NR,Abelardo de la Espriella,26.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,NS/NR,Iván Cepeda,22.3,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,NS/NR,NS/NR,22.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,NS/NR,No votaría,4.1,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,NS/NR,Voto en blanco,25.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Otro,Abelardo de la Espriella,16.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Otro,Iván Cepeda,18.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Otro,NS/NR,1.9,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Otro,No votaría,13.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Otro,Voto en blanco,49.6,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Paloma Valencia,Abelardo de la Espriella,72.9,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Paloma Valencia,Iván Cepeda,5.1,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Paloma Valencia,NS/NR,2.1,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Paloma Valencia,No votaría,7.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Paloma Valencia,Voto en blanco,12.2,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Paola Holguín,Iván Cepeda,100.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Roy Barreras,Abelardo de la Espriella,29.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Roy Barreras,Iván Cepeda,35.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Roy Barreras,No votaría,7.6,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Roy Barreras,Voto en blanco,27.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Santiago Botero,Abelardo de la Espriella,19.2,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Santiago Botero,Iván Cepeda,25.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Santiago Botero,NS/NR,2.4,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Santiago Botero,No votaría,29.5,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Santiago Botero,Voto en blanco,23.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Sergio Fajardo,Abelardo de la Espriella,48.8,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Sergio Fajardo,Iván Cepeda,24.2,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Sergio Fajardo,No votaría,8.1,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Sergio Fajardo,Voto en blanco,18.9,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Vicky Dávila,Abelardo de la Espriella,35.8,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Vicky Dávila,Iván Cepeda,25.8,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Vicky Dávila,No votaría,18.3,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Vicky Dávila,Voto en blanco,20.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Voto en blanco,Abelardo de la Espriella,15.4,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Voto en blanco,Iván Cepeda,18.7,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Voto en blanco,NS/NR,1.0,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Voto en blanco,No votaría,14.3,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-02-16,cepeda_vs_abelardo,Voto en blanco,Voto en blanco,50.6,1197a175-79ed-48e8-9822-ced8ec0998bb
GAD3,2026-03-16,cepeda_vs_abelardo,Abelardo de la Espriella,Abelardo de la Espriella,98.4,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Abelardo de la Espriella,Iván Cepeda,1.3,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Abelardo de la Espriella,Voto en blanco,0.3,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Carlos Caicedo,Iván Cepeda,23.9,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Carlos Caicedo,No votaría,52.2,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Carlos Caicedo,Voto en blanco,23.9,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Clara López,Abelardo de la Espriella,62.6,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Clara López,NS/NR,37.4,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Claudia López,Abelardo de la Espriella,28.3,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Claudia López,Iván Cepeda,40.2,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Claudia López,No votaría,8.6,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Claudia López,Voto en blanco,22.9,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Iván Cepeda,Abelardo de la Espriella,1.1,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Iván Cepeda,Iván Cepeda,98.3,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Iván Cepeda,No votaría,0.2,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Iván Cepeda,Voto en blanco,0.4,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Luis Gilberto Murillo,Iván Cepeda,62.8,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Luis Gilberto Murillo,No votaría,11.7,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Luis Gilberto Murillo,Voto en blanco,25.5,762692c5-2f67-4b91-8fdf-93b662e7f7e7
GAD3,2026-03-16,cepeda_vs_abelardo,Mauricio Lizcano,Iván Cepeda,100.0,762692c5-2f67-4b91-8fdf-93b662e7f7e7
